	Line 373: 07:40.619	ID:22	30 0 459 0 514 45 2 0 13874 11321 13620 57 2048 0 192 0 4726 4642 22706 1 63492 1 6186 63492 36188 4414 5528 32422 0 41712
	Line 375: 07:49.434	ID:22	24555,468,468,11
	Line 376: 07:49.470	ID:22	30 0 468 0 2827 50 1 0 13621 11317 13876 56 2048 0 485 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 378: 07:50.238	ID:22	-21055,469,469,6
	Line 379: 07:50.267	ID:22	30 0 469 0 1542 45 1 0 12337 13621 13356 14646 43520 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 381: 07:51.122	ID:22	4464,470,470,14
	Line 382: 07:51.149	ID:22	30 0 470 0 3598 52 1 0 13366 13356 12343 0 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 384: 07:52.068	ID:22	-30775,471,471,15
	Line 385: 07:52.105	ID:22	30 0 471 0 3855 45 1 0 14128 13623 13356 12599 2048 0 485 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
	Line 387: 07:53.072	ID:22	19306,472,472,10
	Line 388: 07:53.108	ID:22	30 0 472 0 2570 49 1 0 12339 11318 14132 50 2048 0 435 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 396: 07:59.787	ID:22	-8253,478,478,18
	Line 397: 07:59.823	ID:22	30 0 478 0 4626 45 2 0 13618 11315 14132 56 2048 0 487 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    Line 14: 01:14.881	ID:21	29540,73,73,7
    	Line 15: 01:14.917	ID:21	30 0 73 0 1799 50 2 0 13365 11312 13111 512 2048 0 487 0 4726 4642 22706 4642 1 15 60530 35414 23240 0 46033 4834 23718 20332
    	Line 20: 01:17.616	ID:21	1661,76,76,13
    	Line 21: 01:17.651	ID:21	30 0 76 0 3341 49 1 0 12598 14124 54 2050 2048 0 485 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
    	Line 23: 01:17.895	ID:21	25186,76,76,3
    	Line 24: 01:17.931	ID:21	30 0 76 0 771 50 1 0 14385 11318 13879 2048 2048 0 230 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
    	Line 26: 01:27.826	ID:21	31544,87,86,8
    	Line 27: 01:27.852	ID:21	30 0 86 0 2056 51 2 0 13365 11316 14136 0 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
    	Line 35: 01:38.597	ID:21	5123,97,97,19
    	Line 36: 01:38.623	ID:21	30 0 97 0 4883 53 1 0 13106 14636 55 0 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
    	Line 38: 01:38.811	ID:21	23383,97,97,20
    	Line 39: 01:38.847	ID:21	30 0 97 0 5140 50 1 0 14387 11315 14137 2048 2048 0 431 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
    	Line 63: 02:04.848	ID:21	-30144,123,123,13
    	Line 64: 02:04.876	ID:21	30 0 123 0 3341 45 1 0 12592 13364 12588 13106 43520 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
    	Line 78: 02:22.751	ID:21	17070,141,141,3
    	Line 79: 02:22.787	ID:21	30 0 141 0 771 49 1 0 14128 11312 13361 49 2048 0 233 0 4726 4642 22706 4642 1 15 60530 35414 23240 0 54225 4834 23718 12198
    	Line 86: 02:35.283	ID:21	22003,154,154,20
    	Line 88: 02:35.310	ID:21	30 0 154 0 5140 50 1 0 12336 11315 13617 52 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
    	Line 96: 02:41.528	ID:21	4836,160,160,8
    	Line 97: 02:41.556	ID:21	30 0 160 0 2056 52 2 0 13875 12588 12342 0 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
    	Line 99: 02:44.583	ID:21	25040,163,163,7
    	Line 100: 02:44.620	ID:21	30 0 163 0 1799 50 2 0 13360 11312 13873 51 2048 0 231 0 4726 4642 22706 4642 1 15 60530 35414 23240 0 29649 4834 23718 36686
    	Line 108: 02:52.578	ID:21	-4769,171,171,19
    	Line 109: 02:52.606	ID:21	30 0 171 0 4883 45 1 0 13879 11321 14129 49 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
    	Line 117: 03:02.264	ID:21	-31447,181,181,20
    	Line 118: 03:02.301	ID:21	30 0 181 0 5140 45 1 0 13361 14132 12588 12600 2048 0 487 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
    	Line 123: 03:05.991	ID:21	7132,184,184,3
